run_id,field,value
01-resident,repetitions[1].diagnostics.policy.decay_events,0
01-resident,repetitions[1].diagnostics.policy.cache_hits,0
01-resident,repetitions[1].diagnostics.policy.cache_misses,0
01-resident,repetitions[1].diagnostics.policy.admissions,0
01-resident,repetitions[1].diagnostics.policy.evictions,0
01-resident,repetitions[1].diagnostics.policy.cache_bypasses,0
01-resident,repetitions[1].diagnostics.policy.reconfigurations,0
01-resident,repetitions[1].diagnostics.policy.cache_hit_ratio,
01-resident,repetitions[1].diagnostics.per_rank[0].h2d_bytes,0
01-resident,repetitions[1].diagnostics.per_rank[0].copy_launches,0
01-resident,repetitions[1].diagnostics.per_rank[0].startup_resident_h2d_bytes,0
01-resident,repetitions[1].diagnostics.per_rank[0].promotion_d2d_bytes,0
01-resident,repetitions[1].diagnostics.per_rank[0].metadata_h2d_bytes,0
01-resident,repetitions[1].diagnostics.per_rank[0].unique_demands,0
01-resident,repetitions[1].diagnostics.per_rank[0].resident_hits,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.route_d2h_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.policy_cpu_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.host_reuse_wait_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.host_gather_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.h2d_enqueue_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.compute_enqueue_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.cuda_sample_count,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.load_cuda_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.compute_cuda_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].timing.promotion_cuda_s,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.observations,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.unique_demands,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.completed_forwards,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.decay_events,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.cache_hits,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.cache_misses,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.admissions,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.evictions,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.cache_bypasses,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.reconfigurations,0
01-resident,repetitions[1].diagnostics.per_rank[0].policy.cache_hit_ratio,
