record,rank,repetition,metric,value,status
repetition,,0,elapsed_s,57.79123602400068,complete
repetition,,0,generated_tokens,102400,complete
repetition,,0,sample_tokens_s,1771.894962714992,complete
repetition,,1,elapsed_s,62.179582890996244,complete
repetition,,1,generated_tokens,102400,complete
repetition,,1,sample_tokens_s,1646.8428258760123,complete
repetition,,2,elapsed_s,58.016333801992005,complete
repetition,,2,generated_tokens,102400,complete
repetition,,2,sample_tokens_s,1765.0201812042812,complete
local-pool,0,0,resident_hits,,instrumented
local-pool,0,0,cache_hits,,instrumented
local-pool,0,0,unique_misses,,instrumented
local-pool,0,0,unique_demands,,instrumented
local-pool,0,0,first_loads,,instrumented
local-pool,0,0,reloads,,instrumented
local-pool,0,0,loaded_bytes,,instrumented
local-pool,0,0,metadata_bytes,,instrumented
local-pool,0,0,promotion_bytes,,instrumented
local-pool,0,0,evictions,,instrumented
local-pool,0,0,bypasses,,instrumented
local-pool,0,0,load_s,,instrumented
local-pool,0,0,payload_s,,instrumented
local-pool,0,0,metadata_s,,instrumented
local-pool,0,0,compute_s,,instrumented
local-pool,0,0,promotion_s,,instrumented
local-pool,0,0,span_s,,instrumented
local-pool,0,0,route_d2h_s,,instrumented
local-pool,0,0,policy_cpu_s,,instrumented
local-pool,0,0,host_reuse_wait_s,,instrumented
local-pool,0,0,host_gather_s,,instrumented
local-pool,0,0,h2d_enqueue_s,,instrumented
local-pool,0,0,compute_enqueue_s,,instrumented
histogram,0,0,batch=200;layer=0;expert=0,1198,instrumented
histogram,0,0,batch=200;layer=0;expert=1,636,instrumented
histogram,0,0,batch=200;layer=0;expert=2,351,instrumented
histogram,0,0,batch=200;layer=0;expert=3,719,instrumented
histogram,0,0,batch=200;layer=0;expert=4,1215,instrumented
histogram,0,0,batch=200;layer=0;expert=5,1901,instrumented
histogram,0,0,batch=200;layer=0;expert=6,1552,instrumented
histogram,0,0,batch=200;layer=0;expert=7,1717,instrumented
histogram,0,0,batch=200;layer=0;expert=8,448,instrumented
histogram,0,0,batch=200;layer=0;expert=9,12,instrumented
histogram,0,0,batch=200;layer=0;expert=10,639,instrumented
histogram,0,0,batch=200;layer=0;expert=11,823,instrumented
histogram,0,0,batch=200;layer=0;expert=12,1135,instrumented
histogram,0,0,batch=200;layer=0;expert=13,595,instrumented
histogram,0,0,batch=200;layer=0;expert=14,1082,instrumented
histogram,0,0,batch=200;layer=0;expert=15,1121,instrumented
histogram,0,0,batch=200;layer=0;expert=16,315,instrumented
histogram,0,0,batch=200;layer=0;expert=17,1272,instrumented
histogram,0,0,batch=200;layer=0;expert=18,478,instrumented
histogram,0,0,batch=200;layer=0;expert=19,509,instrumented
histogram,0,0,batch=200;layer=0;expert=20,1616,instrumented
histogram,0,0,batch=200;layer=0;expert=21,1305,instrumented
histogram,0,0,batch=200;layer=0;expert=22,1320,instrumented
histogram,0,0,batch=200;layer=0;expert=23,1253,instrumented
histogram,0,0,batch=200;layer=0;expert=24,321,instrumented
histogram,0,0,batch=200;layer=0;expert=25,132,instrumented
histogram,0,0,batch=200;layer=0;expert=26,807,instrumented
histogram,0,0,batch=200;layer=0;expert=27,546,instrumented
histogram,0,0,batch=200;layer=0;expert=28,1082,instrumented
histogram,0,0,batch=200;layer=0;expert=29,1836,instrumented
histogram,0,0,batch=200;layer=0;expert=30,1242,instrumented
histogram,0,0,batch=200;layer=0;expert=31,973,instrumented
histogram,0,0,batch=200;layer=0;expert=32,1252,instrumented
histogram,0,0,batch=200;layer=0;expert=33,175,instrumented
histogram,0,0,batch=200;layer=0;expert=34,966,instrumented
histogram,0,0,batch=200;layer=0;expert=35,1181,instrumented
histogram,0,0,batch=200;layer=0;expert=36,1238,instrumented
histogram,0,0,batch=200;layer=0;expert=37,1109,instrumented
histogram,0,0,batch=200;layer=0;expert=38,1487,instrumented
histogram,0,0,batch=200;layer=0;expert=39,913,instrumented
histogram,0,0,batch=200;layer=0;expert=40,1541,instrumented
histogram,0,0,batch=200;layer=0;expert=41,1295,instrumented
histogram,0,0,batch=200;layer=0;expert=42,957,instrumented
histogram,0,0,batch=200;layer=0;expert=43,1173,instrumented
histogram,0,0,batch=200;layer=0;expert=44,1097,instrumented
histogram,0,0,batch=200;layer=0;expert=45,1050,instrumented
histogram,0,0,batch=200;layer=0;expert=46,712,instrumented
histogram,0,0,batch=200;layer=0;expert=47,339,instrumented
histogram,0,0,batch=200;layer=0;expert=48,516,instrumented
histogram,0,0,batch=200;layer=0;expert=49,2087,instrumented
histogram,0,0,batch=200;layer=0;expert=50,1087,instrumented
histogram,0,0,batch=200;layer=0;expert=51,715,instrumented
histogram,0,0,batch=200;layer=0;expert=52,1904,instrumented
histogram,0,0,batch=200;layer=0;expert=53,1725,instrumented
histogram,0,0,batch=200;layer=0;expert=54,1543,instrumented
histogram,0,0,batch=200;layer=0;expert=55,1540,instrumented
histogram,0,0,batch=200;layer=0;expert=56,1163,instrumented
histogram,0,0,batch=200;layer=0;expert=57,20,instrumented
histogram,0,0,batch=200;layer=0;expert=58,1691,instrumented
histogram,0,0,batch=200;layer=0;expert=59,702,instrumented
histogram,0,0,batch=200;layer=0;expert=60,545,instrumented
histogram,0,0,batch=200;layer=0;expert=61,580,instrumented
histogram,0,0,batch=200;layer=0;expert=62,779,instrumented
histogram,0,0,batch=200;layer=0;expert=63,680,instrumented
histogram,0,0,batch=200;layer=0;expert=64,977,instrumented
histogram,0,0,batch=200;layer=0;expert=65,1570,instrumented
histogram,0,0,batch=200;layer=0;expert=66,1166,instrumented
histogram,0,0,batch=200;layer=0;expert=67,689,instrumented
histogram,0,0,batch=200;layer=0;expert=68,1236,instrumented
histogram,0,0,batch=200;layer=0;expert=69,371,instrumented
histogram,0,0,batch=200;layer=0;expert=70,1108,instrumented
histogram,0,0,batch=200;layer=0;expert=71,774,instrumented
histogram,0,0,batch=200;layer=0;expert=72,1796,instrumented
histogram,0,0,batch=200;layer=0;expert=73,497,instrumented
histogram,0,0,batch=200;layer=0;expert=74,1626,instrumented
histogram,0,0,batch=200;layer=0;expert=75,1493,instrumented
histogram,0,0,batch=200;layer=0;expert=76,1030,instrumented
histogram,0,0,batch=200;layer=0;expert=77,2003,instrumented
histogram,0,0,batch=200;layer=0;expert=78,43,instrumented
histogram,0,0,batch=200;layer=0;expert=79,19,instrumented
histogram,0,0,batch=200;layer=0;expert=80,1447,instrumented
histogram,0,0,batch=200;layer=0;expert=81,704,instrumented
histogram,0,0,batch=200;layer=0;expert=82,637,instrumented
histogram,0,0,batch=200;layer=0;expert=83,1045,instrumented
histogram,0,0,batch=200;layer=0;expert=84,951,instrumented
histogram,0,0,batch=200;layer=0;expert=85,135,instrumented
histogram,0,0,batch=200;layer=0;expert=86,572,instrumented
histogram,0,0,batch=200;layer=0;expert=87,776,instrumented
histogram,0,0,batch=200;layer=0;expert=88,608,instrumented
histogram,0,0,batch=200;layer=0;expert=89,1181,instrumented
histogram,0,0,batch=200;layer=0;expert=90,2039,instrumented
histogram,0,0,batch=200;layer=0;expert=91,496,instrumented
histogram,0,0,batch=200;layer=0;expert=92,1775,instrumented
histogram,0,0,batch=200;layer=0;expert=93,561,instrumented
histogram,0,0,batch=200;layer=0;expert=94,776,instrumented
histogram,0,0,batch=200;layer=0;expert=95,466,instrumented
histogram,0,0,batch=200;layer=0;expert=96,304,instrumented
histogram,0,0,batch=200;layer=0;expert=97,646,instrumented
histogram,0,0,batch=200;layer=0;expert=98,1386,instrumented
histogram,0,0,batch=200;layer=0;expert=99,666,instrumented
histogram,0,0,batch=200;layer=0;expert=100,1218,instrumented
histogram,0,0,batch=200;layer=0;expert=101,1301,instrumented
histogram,0,0,batch=200;layer=0;expert=102,592,instrumented
histogram,0,0,batch=200;layer=0;expert=103,1636,instrumented
histogram,0,0,batch=200;layer=0;expert=104,557,instrumented
histogram,0,0,batch=200;layer=0;expert=105,1234,instrumented
histogram,0,0,batch=200;layer=0;expert=106,507,instrumented
histogram,0,0,batch=200;layer=0;expert=107,645,instrumented
histogram,0,0,batch=200;layer=0;expert=108,1119,instrumented
histogram,0,0,batch=200;layer=0;expert=109,1375,instrumented
histogram,0,0,batch=200;layer=0;expert=110,865,instrumented
histogram,0,0,batch=200;layer=0;expert=111,1757,instrumented
histogram,0,0,batch=200;layer=0;expert=112,874,instrumented
histogram,0,0,batch=200;layer=0;expert=113,2,instrumented
histogram,0,0,batch=200;layer=0;expert=114,1285,instrumented
histogram,0,0,batch=200;layer=0;expert=115,920,instrumented
histogram,0,0,batch=200;layer=0;expert=116,1268,instrumented
histogram,0,0,batch=200;layer=0;expert=117,1455,instrumented
histogram,0,0,batch=200;layer=0;expert=118,1025,instrumented
histogram,0,0,batch=200;layer=0;expert=119,1296,instrumented
histogram,0,0,batch=200;layer=0;expert=120,874,instrumented
histogram,0,0,batch=200;layer=0;expert=121,921,instrumented
histogram,0,0,batch=200;layer=0;expert=122,1305,instrumented
histogram,0,0,batch=200;layer=0;expert=123,1107,instrumented
histogram,0,0,batch=200;layer=0;expert=124,230,instrumented
histogram,0,0,batch=200;layer=0;expert=125,797,instrumented
histogram,0,0,batch=200;layer=0;expert=126,1262,instrumented
histogram,0,0,batch=200;layer=0;expert=127,1755,instrumented
histogram,0,0,batch=200;layer=0;expert=128,905,instrumented
histogram,0,0,batch=200;layer=0;expert=129,852,instrumented
histogram,0,0,batch=200;layer=0;expert=130,1053,instrumented
histogram,0,0,batch=200;layer=0;expert=131,1238,instrumented
histogram,0,0,batch=200;layer=0;expert=132,735,instrumented
histogram,0,0,batch=200;layer=0;expert=133,1524,instrumented
histogram,0,0,batch=200;layer=0;expert=134,455,instrumented
histogram,0,0,batch=200;layer=0;expert=135,274,instrumented
histogram,0,0,batch=200;layer=0;expert=136,2059,instrumented
histogram,0,0,batch=200;layer=0;expert=137,2088,instrumented
histogram,0,0,batch=200;layer=0;expert=138,482,instrumented
histogram,0,0,batch=200;layer=0;expert=139,1158,instrumented
histogram,0,0,batch=200;layer=0;expert=140,2532,instrumented
histogram,0,0,batch=200;layer=0;expert=141,1918,instrumented
histogram,0,0,batch=200;layer=0;expert=142,1358,instrumented
histogram,0,0,batch=200;layer=0;expert=143,568,instrumented
histogram,0,0,batch=200;layer=0;expert=144,756,instrumented
histogram,0,0,batch=200;layer=0;expert=145,1531,instrumented
histogram,0,0,batch=200;layer=0;expert=146,1015,instrumented
histogram,0,0,batch=200;layer=0;expert=147,1366,instrumented
histogram,0,0,batch=200;layer=0;expert=148,1881,instrumented
histogram,0,0,batch=200;layer=0;expert=149,728,instrumented
histogram,0,0,batch=200;layer=0;expert=150,867,instrumented
histogram,0,0,batch=200;layer=0;expert=151,613,instrumented
histogram,0,0,batch=200;layer=0;expert=152,886,instrumented
histogram,0,0,batch=200;layer=0;expert=153,1419,instrumented
histogram,0,0,batch=200;layer=0;expert=154,403,instrumented
histogram,0,0,batch=200;layer=0;expert=155,1701,instrumented
histogram,0,0,batch=200;layer=0;expert=156,750,instrumented
histogram,0,0,batch=200;layer=0;expert=157,1770,instrumented
histogram,0,0,batch=200;layer=0;expert=158,814,instrumented
histogram,0,0,batch=200;layer=0;expert=159,1521,instrumented
histogram,0,0,batch=200;layer=0;expert=160,699,instrumented
histogram,0,0,batch=200;layer=0;expert=161,1136,instrumented
histogram,0,0,batch=200;layer=0;expert=162,377,instrumented
histogram,0,0,batch=200;layer=0;expert=163,916,instrumented
histogram,0,0,batch=200;layer=0;expert=164,598,instrumented
histogram,0,0,batch=200;layer=0;expert=165,1129,instrumented
histogram,0,0,batch=200;layer=0;expert=166,530,instrumented
histogram,0,0,batch=200;layer=0;expert=167,639,instrumented
histogram,0,0,batch=200;layer=0;expert=168,1315,instrumented
histogram,0,0,batch=200;layer=0;expert=169,795,instrumented
histogram,0,0,batch=200;layer=0;expert=170,0,instrumented
histogram,0,0,batch=200;layer=0;expert=171,1225,instrumented
histogram,0,0,batch=200;layer=0;expert=172,1632,instrumented
histogram,0,0,batch=200;layer=0;expert=173,16,instrumented
histogram,0,0,batch=200;layer=0;expert=174,1101,instrumented
