record,rank,repetition,metric,value,status
repetition,,0,elapsed_s,46.31817014305852,complete
repetition,,0,generated_tokens,102400,complete
repetition,,0,sample_tokens_s,2210.795454218655,complete
repetition,,1,elapsed_s,45.764979658066295,complete
repetition,,1,generated_tokens,102400,complete
repetition,,1,sample_tokens_s,2237.518748289261,complete
repetition,,2,elapsed_s,46.17683838389348,complete
repetition,,2,generated_tokens,102400,complete
repetition,,2,sample_tokens_s,2217.5619549500643,complete
local-pool,0,0,resident_hits,,instrumented
local-pool,0,0,cache_hits,,instrumented
local-pool,0,0,unique_misses,,instrumented
local-pool,0,0,unique_demands,,instrumented
local-pool,0,0,first_loads,,instrumented
local-pool,0,0,reloads,,instrumented
local-pool,0,0,loaded_bytes,,instrumented
local-pool,0,0,metadata_bytes,,instrumented
local-pool,0,0,promotion_bytes,,instrumented
local-pool,0,0,evictions,,instrumented
local-pool,0,0,bypasses,,instrumented
local-pool,0,0,load_s,,instrumented
local-pool,0,0,payload_s,,instrumented
local-pool,0,0,metadata_s,,instrumented
local-pool,0,0,compute_s,,instrumented
local-pool,0,0,promotion_s,,instrumented
local-pool,0,0,span_s,,instrumented
local-pool,0,0,route_d2h_s,,instrumented
local-pool,0,0,policy_cpu_s,,instrumented
local-pool,0,0,host_reuse_wait_s,,instrumented
local-pool,0,0,host_gather_s,,instrumented
local-pool,0,0,h2d_enqueue_s,,instrumented
local-pool,0,0,compute_enqueue_s,,instrumented
histogram,0,0,batch=200;layer=0;expert=0,948,instrumented
histogram,0,0,batch=200;layer=0;expert=1,643,instrumented
histogram,0,0,batch=200;layer=0;expert=2,587,instrumented
histogram,0,0,batch=200;layer=0;expert=3,786,instrumented
histogram,0,0,batch=200;layer=0;expert=4,1142,instrumented
histogram,0,0,batch=200;layer=0;expert=5,1833,instrumented
histogram,0,0,batch=200;layer=0;expert=6,1419,instrumented
histogram,0,0,batch=200;layer=0;expert=7,1800,instrumented
histogram,0,0,batch=200;layer=0;expert=8,462,instrumented
histogram,0,0,batch=200;layer=0;expert=9,13,instrumented
histogram,0,0,batch=200;layer=0;expert=10,697,instrumented
histogram,0,0,batch=200;layer=0;expert=11,914,instrumented
histogram,0,0,batch=200;layer=0;expert=12,1234,instrumented
histogram,0,0,batch=200;layer=0;expert=13,652,instrumented
histogram,0,0,batch=200;layer=0;expert=14,849,instrumented
histogram,0,0,batch=200;layer=0;expert=15,1318,instrumented
histogram,0,0,batch=200;layer=0;expert=16,313,instrumented
histogram,0,0,batch=200;layer=0;expert=17,1721,instrumented
histogram,0,0,batch=200;layer=0;expert=18,825,instrumented
histogram,0,0,batch=200;layer=0;expert=19,523,instrumented
histogram,0,0,batch=200;layer=0;expert=20,1630,instrumented
histogram,0,0,batch=200;layer=0;expert=21,1293,instrumented
histogram,0,0,batch=200;layer=0;expert=22,1300,instrumented
histogram,0,0,batch=200;layer=0;expert=23,1094,instrumented
histogram,0,0,batch=200;layer=0;expert=24,267,instrumented
histogram,0,0,batch=200;layer=0;expert=25,112,instrumented
histogram,0,0,batch=200;layer=0;expert=26,842,instrumented
histogram,0,0,batch=200;layer=0;expert=27,606,instrumented
histogram,0,0,batch=200;layer=0;expert=28,1090,instrumented
histogram,0,0,batch=200;layer=0;expert=29,1978,instrumented
histogram,0,0,batch=200;layer=0;expert=30,1376,instrumented
histogram,0,0,batch=200;layer=0;expert=31,1004,instrumented
histogram,0,0,batch=200;layer=0;expert=32,1147,instrumented
histogram,0,0,batch=200;layer=0;expert=33,209,instrumented
histogram,0,0,batch=200;layer=0;expert=34,900,instrumented
histogram,0,0,batch=200;layer=0;expert=35,1326,instrumented
histogram,0,0,batch=200;layer=0;expert=36,1008,instrumented
histogram,0,0,batch=200;layer=0;expert=37,1218,instrumented
histogram,0,0,batch=200;layer=0;expert=38,1545,instrumented
histogram,0,0,batch=200;layer=0;expert=39,1055,instrumented
histogram,0,0,batch=200;layer=0;expert=40,1424,instrumented
histogram,0,0,batch=200;layer=0;expert=41,1001,instrumented
histogram,0,0,batch=200;layer=0;expert=42,918,instrumented
histogram,0,0,batch=200;layer=0;expert=43,1235,instrumented
histogram,0,0,batch=200;layer=0;expert=44,1453,instrumented
histogram,0,0,batch=200;layer=0;expert=45,1046,instrumented
histogram,0,0,batch=200;layer=0;expert=46,425,instrumented
histogram,0,0,batch=200;layer=0;expert=47,349,instrumented
histogram,0,0,batch=200;layer=0;expert=48,542,instrumented
histogram,0,0,batch=200;layer=0;expert=49,1995,instrumented
histogram,0,0,batch=200;layer=0;expert=50,1259,instrumented
histogram,0,0,batch=200;layer=0;expert=51,708,instrumented
histogram,0,0,batch=200;layer=0;expert=52,1511,instrumented
histogram,0,0,batch=200;layer=0;expert=53,1702,instrumented
histogram,0,0,batch=200;layer=0;expert=54,1520,instrumented
histogram,0,0,batch=200;layer=0;expert=55,1369,instrumented
histogram,0,0,batch=200;layer=0;expert=56,1280,instrumented
histogram,0,0,batch=200;layer=0;expert=57,128,instrumented
histogram,0,0,batch=200;layer=0;expert=58,1555,instrumented
histogram,0,0,batch=200;layer=0;expert=59,524,instrumented
histogram,0,0,batch=200;layer=0;expert=60,653,instrumented
histogram,0,0,batch=200;layer=0;expert=61,598,instrumented
histogram,0,0,batch=200;layer=0;expert=62,654,instrumented
histogram,0,0,batch=200;layer=0;expert=63,651,instrumented
histogram,0,0,batch=200;layer=0;expert=64,858,instrumented
histogram,0,0,batch=200;layer=0;expert=65,1515,instrumented
histogram,0,0,batch=200;layer=0;expert=66,1240,instrumented
histogram,0,0,batch=200;layer=0;expert=67,683,instrumented
histogram,0,0,batch=200;layer=0;expert=68,1311,instrumented
histogram,0,0,batch=200;layer=0;expert=69,305,instrumented
histogram,0,0,batch=200;layer=0;expert=70,1029,instrumented
histogram,0,0,batch=200;layer=0;expert=71,642,instrumented
histogram,0,0,batch=200;layer=0;expert=72,1706,instrumented
histogram,0,0,batch=200;layer=0;expert=73,587,instrumented
histogram,0,0,batch=200;layer=0;expert=74,1595,instrumented
histogram,0,0,batch=200;layer=0;expert=75,1454,instrumented
histogram,0,0,batch=200;layer=0;expert=76,1311,instrumented
histogram,0,0,batch=200;layer=0;expert=77,1871,instrumented
histogram,0,0,batch=200;layer=0;expert=78,33,instrumented
histogram,0,0,batch=200;layer=0;expert=79,49,instrumented
histogram,0,0,batch=200;layer=0;expert=80,1453,instrumented
histogram,0,0,batch=200;layer=0;expert=81,610,instrumented
histogram,0,0,batch=200;layer=0;expert=82,831,instrumented
histogram,0,0,batch=200;layer=0;expert=83,1083,instrumented
histogram,0,0,batch=200;layer=0;expert=84,942,instrumented
histogram,0,0,batch=200;layer=0;expert=85,57,instrumented
histogram,0,0,batch=200;layer=0;expert=86,577,instrumented
histogram,0,0,batch=200;layer=0;expert=87,621,instrumented
histogram,0,0,batch=200;layer=0;expert=88,679,instrumented
histogram,0,0,batch=200;layer=0;expert=89,1115,instrumented
histogram,0,0,batch=200;layer=0;expert=90,1727,instrumented
histogram,0,0,batch=200;layer=0;expert=91,652,instrumented
histogram,0,0,batch=200;layer=0;expert=92,1777,instrumented
histogram,0,0,batch=200;layer=0;expert=93,602,instrumented
histogram,0,0,batch=200;layer=0;expert=94,1113,instrumented
histogram,0,0,batch=200;layer=0;expert=95,604,instrumented
histogram,0,0,batch=200;layer=0;expert=96,305,instrumented
histogram,0,0,batch=200;layer=0;expert=97,742,instrumented
histogram,0,0,batch=200;layer=0;expert=98,1227,instrumented
histogram,0,0,batch=200;layer=0;expert=99,782,instrumented
histogram,0,0,batch=200;layer=0;expert=100,923,instrumented
histogram,0,0,batch=200;layer=0;expert=101,1060,instrumented
histogram,0,0,batch=200;layer=0;expert=102,586,instrumented
histogram,0,0,batch=200;layer=0;expert=103,1728,instrumented
histogram,0,0,batch=200;layer=0;expert=104,647,instrumented
histogram,0,0,batch=200;layer=0;expert=105,1507,instrumented
histogram,0,0,batch=200;layer=0;expert=106,535,instrumented
histogram,0,0,batch=200;layer=0;expert=107,603,instrumented
histogram,0,0,batch=200;layer=0;expert=108,1034,instrumented
histogram,0,0,batch=200;layer=0;expert=109,1527,instrumented
histogram,0,0,batch=200;layer=0;expert=110,571,instrumented
histogram,0,0,batch=200;layer=0;expert=111,1909,instrumented
histogram,0,0,batch=200;layer=0;expert=112,826,instrumented
histogram,0,0,batch=200;layer=0;expert=113,13,instrumented
histogram,0,0,batch=200;layer=0;expert=114,1443,instrumented
histogram,0,0,batch=200;layer=0;expert=115,791,instrumented
histogram,0,0,batch=200;layer=0;expert=116,1142,instrumented
histogram,0,0,batch=200;layer=0;expert=117,1377,instrumented
histogram,0,0,batch=200;layer=0;expert=118,1251,instrumented
histogram,0,0,batch=200;layer=0;expert=119,1286,instrumented
histogram,0,0,batch=200;layer=0;expert=120,819,instrumented
histogram,0,0,batch=200;layer=0;expert=121,913,instrumented
histogram,0,0,batch=200;layer=0;expert=122,1067,instrumented
histogram,0,0,batch=200;layer=0;expert=123,1227,instrumented
histogram,0,0,batch=200;layer=0;expert=124,236,instrumented
histogram,0,0,batch=200;layer=0;expert=125,781,instrumented
histogram,0,0,batch=200;layer=0;expert=126,1320,instrumented
histogram,0,0,batch=200;layer=0;expert=127,2271,instrumented
histogram,0,0,batch=200;layer=0;expert=128,723,instrumented
histogram,0,0,batch=200;layer=0;expert=129,877,instrumented
histogram,0,0,batch=200;layer=0;expert=130,927,instrumented
histogram,0,0,batch=200;layer=0;expert=131,1528,instrumented
histogram,0,0,batch=200;layer=0;expert=132,633,instrumented
histogram,0,0,batch=200;layer=0;expert=133,1538,instrumented
histogram,0,0,batch=200;layer=0;expert=134,586,instrumented
histogram,0,0,batch=200;layer=0;expert=135,352,instrumented
histogram,0,0,batch=200;layer=0;expert=136,1958,instrumented
histogram,0,0,batch=200;layer=0;expert=137,1828,instrumented
histogram,0,0,batch=200;layer=0;expert=138,447,instrumented
histogram,0,0,batch=200;layer=0;expert=139,1401,instrumented
histogram,0,0,batch=200;layer=0;expert=140,2406,instrumented
histogram,0,0,batch=200;layer=0;expert=141,1835,instrumented
histogram,0,0,batch=200;layer=0;expert=142,1435,instrumented
histogram,0,0,batch=200;layer=0;expert=143,608,instrumented
histogram,0,0,batch=200;layer=0;expert=144,524,instrumented
histogram,0,0,batch=200;layer=0;expert=145,1582,instrumented
histogram,0,0,batch=200;layer=0;expert=146,738,instrumented
histogram,0,0,batch=200;layer=0;expert=147,1402,instrumented
histogram,0,0,batch=200;layer=0;expert=148,1655,instrumented
histogram,0,0,batch=200;layer=0;expert=149,564,instrumented
histogram,0,0,batch=200;layer=0;expert=150,781,instrumented
histogram,0,0,batch=200;layer=0;expert=151,386,instrumented
histogram,0,0,batch=200;layer=0;expert=152,572,instrumented
histogram,0,0,batch=200;layer=0;expert=153,1903,instrumented
histogram,0,0,batch=200;layer=0;expert=154,428,instrumented
histogram,0,0,batch=200;layer=0;expert=155,1590,instrumented
histogram,0,0,batch=200;layer=0;expert=156,666,instrumented
histogram,0,0,batch=200;layer=0;expert=157,1801,instrumented
histogram,0,0,batch=200;layer=0;expert=158,450,instrumented
histogram,0,0,batch=200;layer=0;expert=159,1647,instrumented
histogram,0,0,batch=200;layer=0;expert=160,803,instrumented
histogram,0,0,batch=200;layer=0;expert=161,1246,instrumented
histogram,0,0,batch=200;layer=0;expert=162,451,instrumented
histogram,0,0,batch=200;layer=0;expert=163,786,instrumented
histogram,0,0,batch=200;layer=0;expert=164,450,instrumented
histogram,0,0,batch=200;layer=0;expert=165,1222,instrumented
histogram,0,0,batch=200;layer=0;expert=166,448,instrumented
histogram,0,0,batch=200;layer=0;expert=167,596,instrumented
histogram,0,0,batch=200;layer=0;expert=168,1500,instrumented
histogram,0,0,batch=200;layer=0;expert=169,829,instrumented
histogram,0,0,batch=200;layer=0;expert=170,1,instrumented
histogram,0,0,batch=200;layer=0;expert=171,927,instrumented
histogram,0,0,batch=200;layer=0;expert=172,1860,instrumented
histogram,0,0,batch=200;layer=0;expert=173,30,instrumented
histogram,0,0,batch=200;layer=0;expert=174,1129,instrumented
histogram,0,0,batch=200;layer=0;expert=175,1201,instrumented
histogram,0,0,batch=200;layer=0;expert=176,1313,instrumented
histogram,0,0,batch=200;layer=0;expert=177,1563,instrumented
histogram,0,0,batch=200;layer=0;expert=178,588,instrumented
histogram,0,0,batch=200;layer=0;expert=179,139,instrumented
histogram,0,0,batch=200;layer=0;expert=180,85,instrumented
histogram,0,0,batch=200;layer=0;expert=181,1269,instrumented
histogram,0,0,batch=200;layer=0;expert=182,754,instrumented
histogram,0,0,batch=200;layer=0;expert=183,234,instrumented
histogram,0,0,batch=200;layer=0;expert=184,704,instrumented
histogram,0,0,batch=200;layer=0;expert=185,433,instrumented
histogram,0,0,batch=200;layer=0;expert=186,509,instrumented
histogram,0,0,batch=200;layer=0;expert=187,1196,instrumented
histogram,0,0,batch=200;layer=0;expert=188,1995,instrumented
histogram,0,0,batch=200;layer=0;expert=189,526,instrumented
histogram,0,0,batch=200;layer=0;expert=190,1294,instrumented
histogram,0,0,batch=200;layer=0;expert=191,1463,instrumented
histogram,0,0,batch=200;layer=0;expert=192,1335,instrumented
histogram,0,0,batch=200;layer=0;expert=193,127,instrumented
histogram,0,0,batch=200;layer=0;expert=194,982,instrumented
histogram,0,0,batch=200;layer=0;expert=195,346,instrumented
histogram,0,0,batch=200;layer=0;expert=196,1045,instrumented
histogram,0,0,batch=200;layer=0;expert=197,219,instrumented
histogram,0,0,batch=200;layer=0;expert=198,1106,instrumented
histogram,0,0,batch=200;layer=0;expert=199,1488,instrumented
histogram,0,0,batch=200;layer=0;expert=200,2077,instrumented
histogram,0,0,batch=200;layer=0;expert=201,1465,instrumented
